customer_id,recency_days,frequency,monetary,total_freight,state,city,avg_order_value,lifetime_days,is_repeat,avg_days_between,unique_products,r_quartile,r_score,f_score,m_score,rfm_total,segment
2f293b442348c20d12aa4537bd3d7234,98,2,289.8,24.21,SP,sorocaba,144.9,33,1,33.0,1,1,4,5,5,14,Champions
2f2f4b5a5700a5b108e6da7f0f5f5bb3,82,2,158.8,44.53,RJ,rio de janeiro,79.4,41,1,41.0,1,0,5,5,4,14,Champions
2fa63db193ecb500d4058cae36026f8f,127,2,278.8,167.36,PB,pombal,139.4,8,1,8.0,1,1,4,5,5,14,Champions
2fb6dae4fb3a2f917940978144362cd2,136,2,150.98,38.38,PR,ibaiti,75.49,193,1,193.0,2,1,4,5,4,13,Champions
2fd07dc5dbae616986e00fb72e7a779b,114,2,183.8,18.94,SP,jacarei,91.9,9,1,9.0,2,1,4,5,4,13,Champions
30b782a79466007756f170cb5bd6bbd8,29,2,113.46,53.05,SP,sao paulo,56.73,15,1,3.75,2,0,5,5,4,14,Champions
30d2d6693d77801c2bcdfafbba202462,169,2,144.21,30.71,RJ,cabo frio,72.105,17,1,17.0,2,1,4,5,4,13,Champions
314259ece6a9207c6fc02d925fc996b9,162,2,167.9,29.020000000000003,SP,sao paulo,83.95,22,1,11.0,3,1,4,5,4,13,Champions
31d332d20895c5c0baefe55207a0fead,43,3,231.3,44.77,SP,ubatuba,77.10000000000001,428,1,214.0,3,0,5,5,5,15,Champions
322740034480eb5fe9d14398aee49d4b,146,2,479.8,69.49,MT,rondonopolis,239.9,0,1,0.0,2,1,4,5,5,14,Champions
323ff9fd6b4a3edcdf3039e1fb213eb6,55,2,347.0,37.86,GO,uruacu,173.5,223,1,223.0,2,0,5,5,5,15,Champions
326489271c23dd3128b4480220e5232a,105,2,616.99,56.85,MG,uberlandia,308.495,20,1,20.0,2,1,4,5,5,14,Champions
3279712e1ea8d52462488b4fb9dd7014,102,2,173.67000000000002,30.87,MG,pocos de caldas,86.83500000000001,9,1,4.5,1,1,4,5,4,13,Champions
327a01a6885ecfda06a3d5c50fb515c3,118,2,147.5,33.28,RJ,mage,73.75,259,1,259.0,2,1,4,5,4,13,Champions
32b3af6c5548b794f1924e7dc83f9e00,40,2,210.0,66.55,PR,capanema,105.0,0,1,0.0,2,0,5,5,5,15,Champions
32ea3bdedab835c3aa6cb68ce66565ef,62,3,153.89,40.05,SP,sao paulo,51.29666666666666,633,1,211.0,3,0,5,5,4,14,Champions
32fb60e2ce6a1f62eeccbc2d33046072,23,2,427.8,53.45,SP,sao paulo,213.9,16,1,16.0,2,0,5,5,5,15,Champions
33176de67c05eeed870fd49f234387a0,85,3,1021.5,232.51,RS,cachoeirinha,340.5,102,1,10.2,3,0,5,5,5,15,Champions
