total_records,unique_customers,unique_orders,unique_products,unique_sellers,total_revenue,avg_order_value,date_range_start,date_range_end
115038,93358,96478,32216,2970,13813963.680000003,143.18252534256513,2016-09-15 12:16:38,2018-08-29 15:00:37
